Name,Address,Operation,Type,Explanation,Img
유회당,대전 중구 운남로85번길 32-20,연중무휴,Historical attractions,"영조때 호,조 판서를 지낸 유회당 권이진이 건물 뒤 언덕에 있는 부모의 묘에 제사를 지내고 독서·교육을 하기 위해서 1707년(숙종33년)에 보문산 남쪽 무수동에 지은 건물이다. 당 내부의 대청 우측에 구시재 현판이 걸려 있는데 권득기의 십자훈과 권시의 '사필구시' 훈계에서 따온 것이다. 좌측에 불기재 현판이 있고, 1720년에 권이진이 직접 쓴 현판도 걸려 있다. 건물 이름인 유회는 부모를 간절히 생각하는 효성스러운 마음을 늘 품고자하는 효심을 의미한다. 건물이 나지막한 언덕에 남향으로 자리잡고 있어 들판이 한눈에 내려다 보여 건물의 위엄을 느낄 수 있다. 유회당은 유형문화재 제 6호로 지정되어있다.",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e57f2121-0f5c-43a4-a2a4-4a38602f7e21
고산사 대웅전,대전 동구 대전로316번길 205,04:30 ~ 18:00 / 연중무휴,Historical attractions,"대전광역시 동구 대성동에 있는 사찰건축물로 886년(신라 정강왕 원년) 도선국사 창건하고 1636년 수등국사가 중건한 고산사는 조선시대까지 여섯 차례 중건되었어도 대웅전은 옛 형태 그대로 보존되었다. 경내에는 대웅전을 중심으로 양성각, 극락보전 등이 있고, 대웅전 앞 좌측으로 2기의 부도가 있다. 대웅전을 수리할 때 ‘법장산 법장사’라는 상량문이 발견되었는데 이것으로 고산사의 옛 이름이 법장사였음을 알 수 있다. 대웅전은 앞면 3칸, 옆면 2칸으로 석축기단 위에 덤벙 주춧돌을 사용하여 동남향으로 세워져 있다. 조선시대에 유행하였던 다포식 건물인데 기둥 위에 바로 주두를 놓았다. 1989년 3월 18일 대전광역시유형문화재 제10호로 지정되었다.",https://www.heritage.go.kr/unisearch/images/treasure/thumb/2022040715490300.JPG
문충사,대전 동구 동부로73번길 44,00:00 ~ 24:00,Historical attractions,"대전광역시문화재자료 제4호로 지정되어 있는 문충사는 대전광역시 동구 용운동에 위치하고 있다. 한말에 일제에 항거한 유학자이자 우국지사인 송병선·송병순 형제의 위패와 영정을 모신 사당이다. 원래 1908년 충청북도 영동에 건립되었는데, 송병선의 순국 60주년 기념사업의 하나로 1966년 그의 순국지인 현 위치로 이전하였다. 입구에 홍살문이 서 있고, 그 옆에 정면 5칸, 측면 1칸의 솟을대문인 외삼문 안에 용동서원(龍洞書院) 현판이 걸린 강당이 있으며, 그 뒤의 내삼문 안에 정면 3칸, 측면 2칸의 사당이 있다. 용동서원은 1970년에 건립되었는데, 조선시대의 서원 건축양식을 그대로 따랐다.",https://www.cha.go.kr/unisearch/images/cultural_material/thumb/1659695.jpg
진잠향교대성전,대전 유성구 교촌로 67,09:00 ~ 17:00 / 휴무일 : 공휴일 명절,Historical attractions,"1989년 3월 18일 대전광역시문화재자료 제6호로 지정되었다. 진잠향교는 조선시대인 1405년(태종 5)에 창건되어 회덕향교와 함께 대전 인근에서 유학의 산실이 되어왔다. 대성전과 명륜당, 동서양재 등의 건물로 구성되어 있으며 창건 이후 몇 차례 중수가 있었던 것으로 전해진다. 향교는 낮은 야산을 배경으로 하여 입구 쪽에 솟을삼문 형태의 외삼문이 있으며 외삼문 안쪽 양옆에 동서양재가 마주보게 배치되어 있다. 안쪽에 학문을 가르치던 명륜당이 있으며 뒤쪽의 내삼문을 거쳐 들어가면 높은 대지에 사괴석 담장으로 둘러싸인 대성전이 있다. 향교의 입구에는 홍살문이 설치되어 있고, 하마비(下馬碑)도 세워져 있어 당시의 위상을 엿볼 수 있기도 하다.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv4RXgjf24oOHjixJdJ02N43eAbooN9WopuQ&s
현대프리미엄아울렛 대전,대전 유성구 테크노중앙로 123,"",Cultural attractions,"ㅇ 대전문학관은 지역문인들의 작품과 역사적 사료를 체계적으로 수집·보존·연구하여 대전문학의 정체성을 정립하고 문학적 전통을 계승하고자 2012년 12월 27일 문을 열었습니다. 지역 문학의 구심점 역할을 하며 문단 소통과 교류의 장을 마련하고, 누구나 문학을 알고 즐기며 교감 할 수 있도록 전시 및 교육, 문학 행사를 운영하는 등 다양한 활동을 펼치고 있습니다.   ㅇ 주요시설 : 상설전시실, 기획전시실, 다목적강의실, 문학사랑방 등",https://cdn.daejonilbo.com/news/photo/202209/2025965_442886_1628.jpg
여진불교미술관,대전 유성구 엑스포로 624,10:00 ~ 17:00 / 휴무일 : 매주 월요일,Cultural attractions,"사라져가는 전통문화 계승을 목적으로 전국 각지 사찰에 포진되어 있는 전통문화를 하나의 공간에 표현하여 퇴색되어가는 우리 것에 대한 인식을 높여 계승하고자 하는 곳이다. 불교미술의 맥을 잇기 위한 무형문화재 전수자들을 양성하고 전통 불교미술 공원이라는 테마 공원으로서 가족단위의 휴식공간과 각종 문화행사의 공간을 마련하고 있다. 관람객들을 위한 휴게실 및 휴식공간과 생활불교 체험관도 마련되어 있다. 바람따라 드는 꽃향기를 맡으며 불상을 관람할 수 있는 산책로도 조성이 되어있으며 문화재복원 보수를 하는 여러 활동을 하고 있는 곳이다. 관람료는 무료이며 오전 10시부터 오후 5시까지 관람이 가능하다. 월요일은 휴관일이다.",https://cdn.imweb.me/upload/S20190806b57d6d917403a/e025c3a92eadd.jpg
국립대전현충원해당,대전 유성구 현충원로 251,"",Cultural attractions,"한국 최초의 영화 ‘아리랑’의 라운규 감독과 베를린 올림픽 마라톤의 금메달리스트인 손기정, 우리나라 제10대 대통령인 최규하 대통령 등 많은 유명 명사들이 안장되어 있다. 또한 나라를 지키다 순국한 연평도 포격 전사자와 천안함 전사자들도 현충원 사병제3묘역에 잠들어 있다. 현충탑 참배 및 묘역 주변환경을 정화하는 봉사활동, 현충원 투어 등의 참여마당이 준비되어 있어 호국공원으로써의 역할도 담당하는 국립대전현충원. 특히 호국철도기념관에는 우리나라에서 마지막까지 운행된 증기기관차인 ‘미카 129호’가 전시되어 있다. 등록문화재 415호인 이 기차는 한국전쟁 당시 미군 딘 소장 구출작전에 투입된 기차로 역사적인 가치가 담긴 호국의 상징물이다.",https://daejeontour.co.kr/upload/atch/tourspot/20220127152058479.jpg
대전선사박물관해당,대전 유성구 노은동로 126,"09:00 ~ 19:00 / 하절기(3월~10월)→10:00~19:00 동절기(11월~2월)→10:00~18:00 / 휴무일: 명절, 1.1, 추석, 설날, 매주 월요일",Cultural attractions,"1997년 발굴된 노은동 유적지(기념물 제38호)안에 위치한 우리 박물관은 '노은선사문화관'을 비롯하여 대전시의 선사문화를 한눈에 돌아볼 수 있는 구석기 시대부터 철기시대까지의 총 5개의 전시실을 운영하고 있으며, 또한 야외 체험장과 체험 · 자료실을 갖추고 있어, 학생들을 위한 학습공간으로도 각광받고 있다",https://mblogthumb-phinf.pstatic.net/MjAyMjA4MTBfMjU3/MDAxNjYwMTE5ODA5OTA2.xVVCS995KkUOZAwgY5WynP99fi7DioRxXtbH2gCfZl0g.Wjt6ezltu1iW7bH_z2KwCoZbNe6M5uci9p6XvQtjxQIg.JPEG.storydaejeon/SE-4e94c20e-a3f8-435e-a57a-9129e58e39bd.jpg?type=w800
충남대학교 정심화국제문화회관,대전 유성구 대학로 99,휴무일 : 둘째주 넷째주 토 / 일요일,Cultural attractions,"평생동안 김밥을 팔아 모은 부동산을 충남대학교에 무상으로 기증한 고 김복순 여사의 뜻을 따라, 1990년 오덕균 총장 재임시 여사의 법명을 딴 조그마한 규모의 '정심화국제회관' 건립을 시도한 것으로부터 기원하였다. 정덕기 총장 재임중인 1995년에 대규모의 정심화국제문화회관 건립을 계획하여 정부의 승인을 받았고, 2000년, 중부권 최대 규모인 1,829석의 정심화홀과 각종 부대시설이 완공되었다. 고 이복순 여사의 기증재산이 정심화국제문화회관 건립 재원확보에 실질적인 기여를 하지는 못했지만 그 분의 육영사업에 대한 높은 뜻을 기려 5억원의 장학기금을 마련하여 '재단법인 충남대학교정심화奬학회'를 영구히 운영하기로 하였다고 한다.",https://jsh.cnu.ac.kr/home/image/sub/int1_2_img01.jpg
유성궁도장,대전 유성구 덕명로56번길 89,08:00 ~ 21:00,Cultural attractions,"복용공원에는 궁도장이 있다. 유성구에서 운영하는 궁도장으로 국궁을 즐기는 스포츠인들이 즐겨찾는 곳이 되었다. 궁도장은 2007년 7월부터 공사를 시작하여 1년3개월 만에 완공된 것으로 외부에서 보면 그 위용이 너무나 장엄하고 아름답다. 지상 2층의 주건물과 부속건물이 있다. 이 건물은 현대식으로 운영되고 있어 궁도인들의 선호도가 높다. 활을 쏘면 화살이 자동으로 운반되고, 활을 쏘기 전에도 활의 온도를 유지해주는 ‘궁방’의 시설이 있을 만큼 최첨단을 자랑한다. 궁도장에서 주변을 바라보면 수려한 산세와 함께 한마디로 아늑함을 느낀다. 그리고 유성에는 국궁을 즐기는 회원이 모두 200명이 넘는다. 그동안 이들 회원들은 어은동 구청 앞 둔치에서 연습을 했기 때문에 이번 궁도장 준공을 누구보다도 기뻐하고 있다.",https://mblogthumb-phinf.pstatic.net/MjAxODA0MTdfNjAg/MDAxNTIzOTYyNjM0MjE3.22HhJwPeiqV-3ujZFbdEczwemXcJ8gH467aH246mVZ4g.MiSDMigyxoJwiIRycRkA2_4dnKWVPEzMWrDcVWLTdhkg.JPEG.yuseonggu/image_7921863181523962309167.jpg?type=w800
복용승마장,대전 유성구 덕명로56번길 199,06:00 ~ 19:00 / 휴무일 : 매주 월요일,Cultural attractions,"대전시 유성구 덕명동에는 승마장이 있다. 승마는 생명이 있는 말과 조화를 이루어 즐기는 특수한 성격을 지닌 운동으로서, 현대문명에 찌들어 인간애와 오연지기를 잃어가는 현대인들이 자연으로의 회귀에 가장 적합한 스포츠이며 신체의 균형과 유연성, 올바른 신체발달을 돕는 전신운동이다. 승마는 상체를 바르게 교정해 주며 폐활량이 늘어나고 허리가 유연해지며, 장기능이 강화되는 등 여러 가지 효과가 있어 더욱 좋은 스포츠이다. 하절기 3~9월까지는 06:00~19:00, 동절기 10~2월까지는 09:00~17:00까지 이용이 가능하다. 회원제 승마장이며 쿠폰회원, 월회원, 년회원, 자마회원으로 분류되며 회비는 각각 다르다. 좌석 770석, 총 1000명 수용가능하다",https://www.ccnnews.co.kr/news/photo/202303/288338_359597_4147.jpg
대전시립박물관,대전 유성구 도안대로 398,"동절기(11~2월) 10:00~18:00 / 하절기(3~10월) 10:00~19:00 / 휴무일 : 매주 월요일, 1월 1일, 명절 당일",Cultural attractions,"대전 도안신도시 개발에 따른 문화재 발굴조사를 통해 상대동, 용계동, 관저동 등중요한 유적 출토 유물을 전량 확보하고, 동시에 대전시민 소장유물을 기증 또는 위탁 받아선사시대부터 조선시대에 이르기까지 대전의 다양한 역사를 알기 쉽게 공개하고 있다 대전역사박물관 소장 유물량은 국가귀속 문화재 13,000여점, 조선시대 고문서 전적유물 등 관련유물 35,000여점으로 총 48,000여점에 이르고 있으며, 그 가운데 국가 지정 보물 3점, 대전시 지정문화재 또는 문화재자료 8점 등 총 11점이 있다",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGgOs3qd_Npd_bYJEwqzacmzs1V1paFUUYpQ&s
엑스포다리(야경),대전 유성구 엑스포로 85,"연중무휴, 일몰 ~ 23:00", Cultural attractions,"1993년 대전 엑스포(EXPO) 행사장 앞 갑천에 설치된 엑스포 다리는 순수 보행용 다리로써 엑스포 다리에는 아치도장, 교량상판 방수도장, 보도 우드데크 설치 등 다리보행환경개선을 통해 걷고 싶은 다리가 설치되어 있다. 다리 점등시 야경이 아름다워 사진작가 및 시민들로부터 사랑받고 있는 명소이다",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQChmTs3Us62LWdTNc2Eniny1BNgX37hRdHzA&s
대전교통문화연수원,대전 유성구 대덕대로 480,"10:00 ~ 17:00 / 휴무일 : 매주 월요일, 명절",Cultural attractions,"교통안전에 대한 종합적인 학습 및 체험을 통해 예방과 완화, 대응, 치유와 복구를 경험하는 등 선진교통문화의 확산을 위한 교육센터이다, 교통안전체험, 교통안전문화학습관, 시뮬레이션체험관, 영상교육관, 현장실습장,사이버체험장, 안전교육 에니메이션 등이 있다",https://image.여기유.com/content_travel/2020021417272915816688494222.jpg
대전 시청 전시실,대전 서구 둔산로 100,연중무휴,Cultural attractions,"대전 시청사가 시민들의 약속장소나 모임장소로 각광을 받고 있다. 연중 공연, 전시, 박람회 등 볼거리가 가득하고 모임장소도 무료로 제공하고 있으니 이용 시민들에겐 1석4조의 즐거움이다. 청사 1~3층에 위치한 강당과 전시실 두 곳, 세미나실은 각종 공연과 박람회, 건축문화페스티벌, 아카데미교육, 문예작품 전시장으로 연중 사용되며 문화와 정보가 어우러지는 열린 시민공간으로서의 역할을 톡톡히 해내고 있다. 공연장인 하늘마당과 어린이도서관인 하늘도서관, 소규모 회의장인 두 곳의 커뮤니티 홀도 있다. 하늘마당에서 공연을 원하는 개인이나 단체는 전화로 접수하고 무료사용이 가능하며, 커뮤니티홀은 사용일 한 달 전부터 전화로 접수해 각종 회의와 세미나, 워크숍 장소로 이용할 수 있다. 하늘마당에는 서양화, 수채화, 한국화, 문인화, 서예 등을 연중 전시해 시민들에게 미술작품 감상의 기회를 제공한다",https://cdn.imweb.me/upload/S20190806b57d6d917403a/8dbcc00073e82.jpg
대전시립미술관,대전 서구 둔산대로 155,"10:00 ~ 19:00 / 하절기(3월~10월)→10:00~19:00(금→21:00) 동절기(11월~2월)→10:00~18:00(금→21:00) / 휴무일 : 명절, 매주 월요일",Cultural attractions,"1998년에 개관한 미술관은 5개의 전시실 및 수장고, 강당, 세미나실을 갖추고 있다. 야외 분수대와 조각공원으로 구성되어 있다. 미술관은 공공재이며 문화시설인 동시에 교육시설이다. 공교육의 연계와 연장으로서 살아있는 교육의 장으로 활용되기 위하여, 미술관이 단순히 작품을 감상하는 수동적인 미술문화에서 벗어나 보다 적극적이고 능동적인 미술문화 향유의 방법을 제시하고, 사회교육기관으로서의 역할을 확대하기 위하여 성인강좌 프로그램도 운영하고 있다",https://cdn.imweb.me/upload/S20190806b57d6d917403a/8805102c1e3d4.jpg
대전 평생교육문화센터,대전 서구 배재로 181,"09:30 ~ 21:00 / 휴무일 : 공휴일, 명절",Cultural attractions,"1993년 1월 여성회관으로 개관하여 시민들의 능력개발과 자아실현을 위하여 앞장서고 있다. 2008년에 평생교육문화센터로 기관 명칭을 변경하였고 전과목 남성참여 개방 및 가족 프로그램 운영 등 양성평등 실현과 행복한 가족문화 정착을 위해 노력하고 있습니다. 기술 ·부업, 취미, 교양, 정보화교육 등 시민사회교육과 명절 음식특강, 창업강좌 등 수시로 특강을 운영하고 있다. 행복한 가정을 위한 건전가정육성 프로그램, 일자리 창출을 위한 취업정보센터, 사랑 나눔을 실천하는 여성자원활동센터 등을 운영하여 시민들에게 만족감을 주고 행복지수를 높이도록 노력을 기울이고 있다. 보육실, 시청각실, 강의실, 대회의실, 여성사료관을 갖추고 있다.",https://www.ccnnews.co.kr/news/photo/200911/16310_12420_944.jpg
카리용,서구 혜천로 100,00:00 ~ 24:00,Cultural attractions,"78개의 청동종은 각기 다른 크기와 음정을 가졌다. 오르간 연주대와 같은 목재레버와 종의 추를 연결하여 주먹진 손으로 연주한다. 2~3㎞까지 은은하게 울려 퍼지는 아름다운 소리 때문에 ‘천상의 악기’라고 불리기도 하는 카리용. 울려 퍼지는 음악을 감상할 수 있는 기회는 하루에 3번뿐이다. 연주시간이 짧지만 듣는 이에게 충분한 감동을 준다. 해마다 한 번씩 네덜란드 연주자를 초청해서 연주회를 여니 놓치지 말자.",https://daejeontour.co.kr/upload/atch/tourspot/20220127151947740.jpg
한밭도서관,대전 중구 서문로 10,"09:00 ~ 22:00 / 휴무일 : 명절, 매주 월요일, 매년 1월 1일",Cultural attractions,"대전시 중구 문화동에 위치한 한밭도서관은 지하1층에는 유아·어린이 도서 및 정기간행물이 있는 아동가족 열람실과 점자도서, 녹음도서, 점자간행물이 있는 시각장애인실이 있고 1층에는 인터넷코너와 지역작가전, 추천도서전 등을 전시하는 전시실이 있다. 디지털 영상관과 영상음향실, 멀티미디어 연수실이 있는 복합 미디어 공간이다. 2층에는 자료실과 정기간행물실이 있고 60세 이상 어르신들이 도서, 인터넷 검색을 할 수 있는 청록실도 마련되어 있다. 별관에 있는 강당에서는 매주 토요일 토요문화광장을 개최하는 음악회나 무용, 영화, 동화구연 등 다양한 공연을 한다. 이 강당은 별도의 사용료를 내면 대관이 가능하니 참고 하는 것이 좋겠다. 야외에는 170M 화강암 분출 음용가 나오는 독서의 샘이 마련되어 있다. 이용시간이 따로 있으니 꼭 가보도록 하자. 매년 총 5회 실시하는 무료컴퓨터 교실도 운영하니 교재비만 부담하면 수강할 수 있다.",https://i.namu.wiki/i/NBa1yD6ovh1Jq6Wt_JGIcj-iolBwGbg749fgWwdBXO4Mpmu5NxMMEyt50TgD6mA-B1KEw-DScvBp3gdm2CyhXg.webp
대전중구문화원,대전 중구 대흥로 109,"09:00 ~ 18:00 / 휴무일 : 공휴일, 명절",Cultural attractions,"1953년 개관하여 대전지역 향토 고유문화 보존전승, 향토 자료 수집, 지역사회 교육, 홍보전시, 지역문화의 개발, 강좌를 주요 사업으로 하는 문화원이다. 주요시설로 전시실, 세미나실, 강의실, 관악·합창연습장, 향토사료관 등이 갖추어져 있다. 공연장과 전시실, 세미나실과 강의실은 이용료를 내고 대관이 가능하다. 50여년의 역사와 전통으로 대전의 문화예술발전에 기여하였으며 특히 대전미술계에 많은 도움이 되어왔다. 앞으로도 지역의 향토사 조사 연구, 지역문화 행사 전통문화의 국내외 교류 등 다양한 활동을 사업목표로 진행중이다. 대전근대문화유산순례나 백일장대회, 기악합주지도법 등 각종 행사를 주관하여 대전구민들에게 다양한 전통문화를 제공하고 있어 매우 유익한 곳이다.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7TNKMEISKYhhjFM4MSiXYlRBiIo0jbiIQ6w&s
우송예술회관,대전 동구 동대전로 171,휴무일 : 공연없는날,Cultural attractions,"자양동 대학캠퍼스 타운에 위치한 우송예술회관은 대학인들의 정서교육과 지역사회의 문화창달에 이바지하고 대전을 문화예술의 중심으로 이끌기 위해 설립되었다. 1, 2, 3층으로 분리된 1300석의 객석을 갖추고 중부권 최대의 무대 공간에 다목적 첨단 음향시설 및 조명시설을 완비하고 있다. 각종 공연시 필요한 부대시설을 완비하고 있으며, 넓고 편안한 로비와 휴식 공간, 200여대의 주차공간을 갖추고 있는 공연이나 콘서트에 적합한 장소이다. 친절한 스태프들의 봉사 정신으로 최고의 서비스로 관객을 맞이하고 있다. 특정인을 위한 위한 예술공연장이 아니라 누구나 모두가 함께 즐기며 감동을 받을 수 있는 다양한 예술테마의 장을 마련하고 있다.",https://www.wsi.ac.kr/site/main/img/imgOrgan_w18.jpg
대전 전통나래관,대전 동구 철갑2길 2,"09:00~18:00 / 휴무일 : 매주 월요일, 추석, 설날 당일",Cultural attractions,"대전광역시 지정 무형문화재 기능종목의 전승과 육성을 위해 2014년 2월 14일 개관한 전통나래관은 기능 보유자의 작품전시 및 전수교육을 위해 건립되어. 무형문화재 작품을 연중 무료로 관람할 수 있으며 특별전, 교류전으로 지역전통문화 향유기회를 제공하고 있다",https://daejeonpress.co.kr/data/cheditor4/old/ArticleUpload/4/20131124135535.jpg
SPACE SSEE,대전 중구 중앙로130번길 37-6,10:00 ~ 19:00 / 휴무일 : 매주 월요일,Cultural attractions,"연간 약 10회정도 기획초대전과 개인전 및 주제기획전을 전시하며 그 장르로는 회화, 입체, 사진, 영상, 설치, 사운드아트, 공동·공공미술 등이 있다. 개인전, 프리젠테이션, 세미나, 레지던시, 현장과 예술의 관계성 존중하는 공공적 가치와 관련한 기획의 프로젝트 수행, 예술교육을 통한 일상적 워크숍, 교육프로그램, 레지던시 진행, 국제적 다문화교류의 활발성을 기대하는 교류문화 프로그램을 진행한다. 매주 월요일과 전시준비기간에는 휴관하며 관람시간은 오전 10시부터 오후 7시까지이다. 입장료는 무료이다. 아트프리마켓이 매월 넷째주 토요일 오후 2시부터 7시까지 열리는데 이곳에서는 연극이나 공연과 함께 세상의 모든 것을 판매한다고. 대전평생학습관 앞 인도에서 열린다.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIOicCUXPqTomo3z5WKChupC9hXKjozyk9nA&s
우연갤러리,대전 중구 대종로 467,10:00 ~ 19:00,Cultural attractions,"대전시내에 서울의 인사동처럼 갤러리가 밀집해 있는 곳이 있는데 이곳이 바로 대전시 중구 대흥동이다. 이곳 대흥동에 위치하여 있으며 2000년 4월 개관하여 개관이후 200여회의 전시회와 기획전을 개최한 갤러리다. 예전부터 갤러리와 조용하고 편안한 찻집이 많았는데 특히 요즘은 정부차원에서 이곳을 서울의 인사동처럼 육성하기 위해 보도블럭도 예쁘게 깔고 재정비하여 더욱 둘러보기에 좋아졌다. 대관신청은 갤러리에 비치된 대관신청서를 작성해야 한다. 특히, 전시 15일 전부터 전시종료 10일후까지 약 30일 온라인사이트(한빛갤러리.kr 1일 200명이상 방문)전시 및 홍보비 무료 게재의 특전이 있다.",https://cdn.imweb.me/thumbnail/20200728/c4c9f8bfe1560.jpg
대전중구문화원,대전 중구 대흥로 109,"09:00 ~ 18:00 / 휴무일 : 공휴일, 명절",Cultural attractions,"1953년 개관하여 대전지역 향토 고유문화 보존전승, 향토 자료 수집, 지역사회 교육, 홍보전시, 지역문화의 개발, 강좌를 주요 사업으로 하는 문화원이다. 주요시설로 전시실, 세미나실, 강의실, 관악·합창연습장, 향토사료관 등이 갖추어져 있다. 공연장과 전시실, 세미나실과 강의실은 이용료를 내고 대관이 가능하다. 50여년의 역사와 전통으로 대전의 문화예술발전에 기여하였으며 특히 대전미술계에 많은 도움이 되어왔다. 앞으로도 지역의 향토사 조사 연구, 지역문화 행사 전통문화의 국내외 교류 등 다양한 활동을 사업목표로 진행중이다. 대전근대문화유산순례나 백일장대회, 기악합주지도법 등 각종 행사를 주관하여 대전구민들에게 다양한 전통문화를 제공하고 있어 매우 유익한 곳이다.",https://cdn.imweb.me/upload/S20190806b57d6d917403a/ef0abad6069d1.jpg
천연기념물센터,대전 서구 유등로 927,"",Cultural attractions,"서구 만년동에 위치한 천연기념물센터는 자연유산인 천연기념물을 소개하고 그 가치와 중요성을 알리기 위해 2007년에 세워졌다. 전시실은 우리 마을 천연기념물코너, 숲 속, 습지, 바닷가, 지질 천연기념물, 독도 천연보호구역, 제주도 천연기념물, 명승코너 등으로 구성되어 있다. 이곳에서는 367건에 달하는 전국의 천연기념물들을 한 곳에서 볼 수 있다는 장점이 있다. 1억 년이 넘는 지층에서 발견된 실제 공룡발자국과 공룡알 둥지는 관람객들의 필수 코스다. 또한 동물표본을 만져볼 수 있는 체험공간은 호기심 많은 아이들의 인기 장소다. 어린이와 초등학생, 청소년, 소외계층을 위한 교육프로그램을 무료로 운영하고 있다.",https://nrich.go.kr/nhc/images/infoimg02.png
특허청 발명인의 전당,대전 서구 청사로 189,"휴무일 : 공휴일, 명절",Cultural attractions,"발명인의 전당은 인류와 선조들의 발명 역사를 살며보며 위대한 발명가들의 창조정신을 기리고, 국민과 학생들에게 발명에 대한 관심과 희망을 제시하여 발명과 창조의 세계로 나아갈 수 있도록 안내하는 문화 공간입니다",https://mblogthumb-phinf.pstatic.net/MjAyNDAxMjVfMTAz/MDAxNzA2MTcwNjg5MzU2.ADfFPIZSwPF-C7d-zKTlJ5Auoklw6lbDmWnvivQ2cxog.1bZHZc3Uyrgm5s-UiwQjHgkeUg-AvuuXPVd0JCw_licg.JPEG.storydaejeon/SE-7ef2889b-d414-47e5-9fcd-f8061865913c.jpg?type=w800
대전 아쿠아리움,대전 중구 보문산공원로 469,"평일 10:00 ~19:00(입장마감 18:00), 주말 10:00~20:00(입장마감 19:00)",Cultural attractions,"대전아쿠아리움은 전쟁에 대비해 지하방공호로 활용됐던 대전 도심의 천연동굴을 변화시킨 수족관으로, 국내 최초이자 최대인 담수어 아쿠아리움입니다．다른 나라의 다양한 담수어류를 국가별로 만나볼 수 있고, 테마별로 재미있게 꾸며진 어류들을 볼 수 있습니다. 또한 세계적인 멸종위기 동물을 보존·전시해 생태계 교육까지　함께 이루어지는 박물관입니다. 어류 뿐만 아니라 국내에서 보기 힘든 희귀 동물들을 가까이에서 직접 보고 만지고 먹이도 줄 수 있는 체험활동을 제공합니다.",https://i.namu.wiki/i/2MbVjpMDQ3og06wY4SVWNDiatIZlVTHG8R7wUIdlydx9MuvhMQRE_X3BTQbwnlWjtRso3O5PXRnwtHCVxEAcvQ.webp
대전 컨벤션센터,대전 유성구 엑스포로 107,09:00 ~ 21:00,Cultural attractions,"갑천변 일대에 대전컨벤션센터가 있다. 2000여석의 그랜드 볼룸과 2600석 규모의 전시홀을 갖춘 최첨단 대전컨벤션센터이다. 이곳에는 새로이 단장될 EXPO과학공원과 야외무대 및 잔디밭, 약 1000실의 인근 숙박시설, 식당, 쇼핑몰, 한밭수목원, 문화예술회관, 시립미술관 등이 위치해 있으며, 유성지구의 수천실의 숙박시설과 함께 “10분 원스탑 컨벤션”을 경험할 수 있는 전국 최고의 편리한 컨벤션 지구이다. 회의, 전시회, 이벤트 등 각종 컨벤션의 유치에서부터 개최까지 모든 서비스를 막힘없이 원스톱으로 제공하고 있다. 또 국제화의 기획업체, 호텔, 홍보·인쇄업체, 여행사 등을 회원사로 두고 있어 컨벤션에 관한 부수적인 업무까지 편리하게 해결할 수 있는 장소이다.",https://www.dcckorea.or.kr/img/introduce.jpg
현대갤러리해당,대전 중구 중교로 33,"",Cultural attractions,"시내를 지나 한적한 대흥동에 위치하고있는 현대 갤러리. 1985년에 첫걸음을 내딛으며 지역 미술계를 만나 다양한 경험과 시련의 과정을 거쳐 강한 뼈대와 근육을 형성하여 20세의 건장한 청년이 된 갤러리다. 갤러리들이 경영난으로 허덕이고 하나둘 문을 닫고있는가운데 타인에게 인수받아 15년동안 갤러리를 운영해온 김경숙관장(65세)은 힘들고 어려운 상황이 많았지만 관장의 사명감과 시민들과 함께하려는 의지로 지금까지 인정받는 갤러리를 유지하고 있다. 가끔은 일반 시민들을 대상으로 가족, 연인, 동료들을 위한 추억의 사진전을 열어 시민들의 자부심을 고취 시키고 현대갤러리의 입지를 높여왔다.",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=1694&fileTy=POSTTHUMB&fileNo=3
한밭종합운동장,대전 중구 대종로 373,00:00 ~ 24:00,Cultural attractions,"한밭 종합운동장은 주경기장인 축구장을 비롯해 체육관, 수영장, 정구장, 양궁장, 육상보조경기장, 게이트볼장, 사정인라인스케이트장, 궁도장, 싸이클경기장, 승마장등의 시설이 있다. 대전 광역시 중구 대종로에 위치해 있고 보문산 공원 입구쪽에 위치해 있기도 하다. 주경기장은 수용인원 3만여명이나 입장이 가능하고 천연잔디 축구장과 트랙8레인으로 구성된 제2종 육상경기장이며, 전국 종별 육상선수권대회를 개최해오고 있다. 아침 5시에서 9시까지 , 저녁 여섯시에서 열시까지는 육상트랙을 무료개방 하고 있어 일반 주민들의 이용이 많은 곳이다.",https://i.namu.wiki/i/qn6cLfGvo-TD7wPMYz6mI8VaX-hp7F0tJLWZsZl9Imly3jXnBQ7KdcVgnsRsfDwM_LD6zzxfKfn8pfO4t5BAFA.webp
