Name,Address,Operation,Type,Explanation,Img
대전선사박물관해당,대전 유성구 노은동로 126,"09:00 ~ 19:00 / 하절기(3월~10월)→10:00~19:00 동절기(11월~2월)→10:00~18:00 / 휴무일: 명절, 1.1, 추석, 설날, 매주 월요일",Cultural attractions,1997年に発掘されたノエンの廃inにある韓国博物館は、淡石時代から鉄器時代までの5つの展示室を運営しており、ノーヌオンサカルチャーセンターを含むアジョン市の先史時代の文化を見ることができます。さらに、アウトドアエクスペリエンスセンターとエクスペリエンスとアーカイブがあります。,https://mblogthumb-phinf.pstatic.net/MjAyMjA4MTBfMjU3/MDAxNjYwMTE5ODA5OTA2.xVVCS995KkUOZAwgY5WynP99fi7DioRxXtbH2gCfZl0g.Wjt6ezltu1iW7bH_z2KwCoZbNe6M5uci9p6XvQtjxQIg.JPEG.storydaejeon/SE-4e94c20e-a3f8-435e-a57a-9129e58e39bd.jpg?type=w800
충남대학교 정심화국제문화회관,대전 유성구 대학로 99,휴무일 : 둘째주 넷째주 토 / 일요일,Cultural attractions,キム・ボク・ソーン氏によると、チンバップをチュンナム国立大学に無料で販売した不動産を寄付したことによると、彼は小規模な「国際ホール」を設立しようとすることに由来しました。 -  1990年のGyun。1995年、彼がチョン・ドク-kiの職にいたとき、彼は大規模な正統派の国際文化センターを建設することを計画していることで政府によって承認されました。Lee Bok -Soonの寄付された財産は、国際文化センターの設立のために財源を確保することに真の貢献をしていませんでしたが、彼自身の6歳のプロジェクトに敬意を表して5億人の奨学金基金を設立しましたそれが決定されたと言った。,https://jsh.cnu.ac.kr/home/image/sub/int1_2_img01.jpg
유성궁도장,대전 유성구 덕명로56번길 89,08:00 ~ 21:00,Cultural attractions,用量公園にはアーチェリーがあります。それはYuseong -Guが運営するアーチェリーであり、アーチェリーを楽しむスポーツマンにとってお気に入りの場所になりました。アーチャーは2007年7月に完成し、1年3か月で完了しました。2階には主要な建物と付属の建物があります。建物はモダンなスタイルで運営されており、アーチェリーの好みは高くなっています。弓を撃つと、矢が自動的に運ばれ、弓を撃つ前でさえ弓の温度を維持する「宮殿」の施設があることが最も進んでいます。アーチェリーから見回すと、美しい山で居心地の良いものを感じることができます。そして、200人以上のメンバーがアーチェリーを楽しんでいます。それまでの間、これらのメンバーはEoeun -dong -Guオフィスの前のDunchiで練習しているので、他の誰よりも喜ばれています。,https://mblogthumb-phinf.pstatic.net/MjAxODA0MTdfNjAg/MDAxNTIzOTYyNjM0MjE3.22HhJwPeiqV-3ujZFbdEczwemXcJ8gH467aH246mVZ4g.MiSDMigyxoJwiIRycRkA2_4dnKWVPEzMWrDcVWLTdhkg.JPEG.yuseonggu/image_7921863181523962309167.jpg?type=w800
복용승마장,대전 유성구 덕명로56번길 199,06:00 ~ 19:00 / 휴무일 : 매주 월요일,Cultural attractions,Deokmyeong -Dong、Yusong -Gu、Daejeonに乗馬場があります。乗馬は人生の言葉と調和を楽しむ特別な性格であり、現代文明を刺激することで人類とヨン-giを失う現代の人々は、自然の退縮と身体と柔軟性のための最高のスポーツです正しい身体の発達。乗馬は、上半身を正しく修正し、肺の容量を増加させ、柔軟になり、長期的な機能を強化するなど、さまざまな効果があるため、より良いスポーツです。3月から9月まで、06：00〜19：00および09：00〜17：00 10月から2月まで。これは、ライディンググラウンドであり、クーポンメンバー、毎月のメンバー、1年間のメンバー、およびジャマのメンバーとして分類されます。770席、合計1000人が収容できます,https://www.ccnnews.co.kr/news/photo/202303/288338_359597_4147.jpg
대전시립박물관,대전 유성구 도안대로 398,"동절기(11~2월) 10:00~18:00 / 하절기(3~10월) 10:00~19:00 / 휴무일 : 매주 월요일, 1월 1일, 명절 당일",Cultural attractions,"Daejeon Doan New Townの発展後の文化的特性の発掘を通して、Daedong -Dong、Yonggye -dong、Gwanje -Dongなどの遺物のすべての遺物が確保され、同時にDaejeon市民の遺物は先史時代からホセオン王朝までの大jeonのさまざまな歴史を知るように寄付または委任されました。 Joseon Dynasty、および合計48,000の店舗があります",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGgOs3qd_Npd_bYJEwqzacmzs1V1paFUUYpQ&s
엑스포다리(야경),대전 유성구 엑스포로 85,"연중무휴, 일몰 ~ 23:00", Cultural attractions,1993年の大jeonエキスポイベントの前にあるGapcheonに設置されたExpo Bridgeは、純粋なウォーキングブリッジであり、Expo Bridgeには、Arch Stamps、Bridge Topsなどの立法環境を歩きたい橋があります。防水スタンプ、および歩道の木製設置。橋の夜の眺めは美しく、写真家や市民に愛されている魅力です。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQChmTs3Us62LWdTNc2Eniny1BNgX37hRdHzA&s
대전교통문화연수원,대전 유성구 대덕대로 480,"10:00 ~ 17:00 / 휴무일 : 매주 월요일, 명절",Cultural attractions,これは、交通安全、交通安全体験、交通安全文化学習センター、シミュレーションエクスペリエンスセンター、ビデオ教育センターに関する包括的な学習と経験を通じて、予防、緩和、対応、癒し、回復を経験することにより、高度な交通文化の拡散のためのトレーニングセンターです。 -siteトレーニングセンター、サイバーエクスペリエンスセンター、安全教育のennimationに,https://image.여기유.com/content_travel/2020021417272915816688494222.jpg
대전 시청 전시실,대전 서구 둔산로 100,연중무휴,Cultural attractions,大jeon市役所は、市民の任命や出会いの場所として脚光を浴びています。パフォーマンス、展示、フェアなどのアトラクションがたくさんあり、会議場には無料で提供されています。建物の1階と3階に位置する講堂と展示室は、さまざまなパフォーマンス、フェア、建築文化祭、アカデミー教育、文学作品として使用されています。また、2つのコミュニティホール、スカイマダン、チルドレンズライブラリ、スカイライブラリ、小さな会議ホールもあります。Sky Yardで演奏したい個人または組織は、電話で受け入れられ、無料で使用できます。空の庭では、西洋の絵画、水彩画、韓国の絵画、文学絵画、書道が年間を通して展示され、市民に芸術作品を鑑賞する機会を提供します。,https://cdn.imweb.me/upload/S20190806b57d6d917403a/8dbcc00073e82.jpg
대전시립미술관,대전 서구 둔산대로 155,"10:00 ~ 19:00 / 하절기(3월~10월)→10:00~19:00(금→21:00) 동절기(11월~2월)→10:00~18:00(금→21:00) / 휴무일 : 명절, 매주 월요일",Cultural attractions,1998年にオープンした博物館には、5つの展示室、保管室、講堂、セミナールームがあります。屋外の噴水と彫刻で構成されています。博物館は公共財、文化施設、教育施設です。公教育の連携と延長としての生活教育の場所として使用されるためには、博物館は単に作品を評価し、社会教育機関としての役割を拡大する芸術文化の芸術文化を楽しむ方法です。さらに、大人の講義プログラムも運営しています。,https://cdn.imweb.me/upload/S20190806b57d6d917403a/8805102c1e3d4.jpg
대전 평생교육문화센터,대전 서구 배재로 181,"09:30 ~ 21:00 / 휴무일 : 공휴일, 명절",Cultural attractions,1993年1月、それは女性センターとして開かれ、市民の発展と自己実現をリードしました。2008年、同社はその名前を生涯教育文化センターに変更し、男女平等を実現し、男性の参加や運営家族プログラムを開放するなどの幸せな家族文化を確立しようとしています。テクノロジー、サイドジョブ、趣味、文化、情報教育などの市民社会教育、ホリデーフードレクチャーなどの特別な講義、開始講義がしばしば実行されます。私たちは、市民に満足を提供し、幸せな家族のために健康な家族を運営し、雇用創出のための仕事情報センター、そして愛の共有を実践する女性の資源活動センターを運営することにより、幸福指数を増やすために一生懸命働いています。保育園、視聴覚室、講義室、会議室、女性の飼料が装備されています。,https://www.ccnnews.co.kr/news/photo/200911/16310_12420_944.jpg
카리용,서구 혜천로 100,00:00 ~ 24:00,Cultural attractions,78の青銅種のサイズとピッチは異なります。木製のレバーと種の種をつなぐことで、拳で握られた手で遊んでください。Kari -Yongは、2〜3 kmまで柔らかく聞こえる美しい音のために「天の楽器」とも呼ばれます。音楽を聴く機会は3つしかありません。パフォーマンス時間は短いですが、リスナーを感動させるには十分です。年に一度オランダの選手をお見逃しなく、コンサートを開催しましょう。,https://daejeontour.co.kr/upload/atch/tourspot/20220127151947740.jpg
한밭도서관,대전 중구 서문로 10,"09:00 ~ 22:00 / 휴무일 : 명절, 매주 월요일, 매년 1월 1일",Cultural attractions,Culture -Dong、Jung -Gu、DaejeonにあるCulture -DongにあるHanbat Libraryには、最初の地下室に子供向けの本と通常のルートがある子供の家族の読書室、点字の本、レコーディングブック、点字の出版物がある視覚障害室があります。デジタルビデオ劇場、ビデオサウンドルーム、マルチメディアトレーニングルームを備えた複雑なメディアスペースです。2階には、図書館と通常のルートルームがあり、60歳以上の高齢者向けのターコイズブルーの部屋があり、インターネットを検索しています。祖先では、講堂では、土曜日の土曜日のカルチャープラザを開催するコンサート、ダンス、映画、おとぎ話など、さまざまなパフォーマンスを行います。この講堂は、別の料金を支払うことをお勧めします。屋外では、170mの花崗岩の噴火から出てくる読書の噴水があります。個別の使用時間があるので、必ず行ってください。年に5回実行される無料のコンピュータークラスもあるため、教科書を撮ることができます。,https://i.namu.wiki/i/NBa1yD6ovh1Jq6Wt_JGIcj-iolBwGbg749fgWwdBXO4Mpmu5NxMMEyt50TgD6mA-B1KEw-DScvBp3gdm2CyhXg.webp
대전중구문화원,대전 중구 대흥로 109,"09:00 ~ 18:00 / 휴무일 : 공휴일, 명절",Cultural attractions,1953年にオープンした文化センターは、地元のデータ、コミュニティ教育、広報展、地元の文化の発展、講義を収集し、大流行の地元の文化文化を保存するための主要なプロジェクトである文化センターです。主要な施設には、展示室、セミナールーム、講義、グワナック、コーラスの練習、地元の飼料博物館が装備されています。会場、展示室、セミナールーム、講義室を使用してレンタルできます。50年の歴史と伝統により、大jeonの文化と芸術の発展に貢献しており、大川の芸術の世界では非常に役立ちました。将来、地域の地元の歴史に関する研究や、地元の文化的イベントの国内および国際交換など、さまざまな活動が行われています。大jeon現代文化遺産、ベキル支部、インストゥルメンタル政府法の巡礼などのさまざまなイベントをホストすることにより、大jeonの住民にさまざまな伝統的な文化を提供するため、非常に有益です。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7TNKMEISKYhhjFM4MSiXYlRBiIo0jbiIQ6w&s
우송예술회관,대전 동구 동대전로 171,휴무일 : 공연없는날,Cultural attractions,"ジャヤン - ドン大学のキャンパスタウンにあるウーソンアーツセンターは、大学の感情教育とコミュニティの文化的発展に貢献し、大jeonを文化と芸術の中心に導くために設立されました。1階、2階、および3階で区切られた1,300席が装備されており、中央地域の最大段階にある多目的ハイテックサウンドと照明施設が装備されています。さまざまなパフォーマンスに必要な施設が装備されており、広々とした快適なロビー、休憩スペース、200の駐車スペースを備えたパフォーマンスやコンサートに適しています。フレンドリーなスタッフのサービススピリットで最高のサービスで聴衆を歓迎しています。それは特定の人のためのアート会場ではなく、誰もが楽しむことができるさまざまなアートテーマです。",https://www.wsi.ac.kr/site/main/img/imgOrgan_w18.jpg
대전 전통나래관,대전 동구 철갑2길 2,"09:00~18:00 / 휴무일 : 매주 월요일, 추석, 설날 당일",Cultural attractions,2014年2月14日にオープンして、Daejeon Metropolitan Cityの指定された無形の文化的特性を移転および育成するために、伝統的な物語の建物は、機能保有者の展示会と訓練のために建設されました。無形の文化的資産は年間を通じて無料で見ることができ、特別な展示や交換は地元の伝統文化の楽しみの機会を提供します。,https://daejeonpress.co.kr/data/cheditor4/old/ArticleUpload/4/20131124135535.jpg
SPACE SSEE,대전 중구 중앙로130번길 37-6,10:00 ~ 19:00 / 휴무일 : 매주 월요일,Cultural attractions,年に約10回、展示会の招待状とソロ展、トピック展示会が展示されており、このジャンルには絵画、3次元、写真、画像、インスタレーション、サウンドアート、共同およびパブリックアートが含まれます。ソロの展示会、プレゼンテーション、セミナー、レジデンシー、および公共の価値、教育プログラム、レジデンシー、国際的な多文化プログラムに関連する敬意を表するプロジェクトが開催されます。毎週月曜日と展示会の準備期間は閉鎖され、視聴時間は午前10時から午後7時までです。入場は無料です。アートフリーマーケットは、毎月第4土曜日の午後2時から午後7時まで開催され、世界のすべてを劇場とパフォーマンスで販売しています。大jeon生涯学習センターの前でインドで開催されています。,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIOicCUXPqTomo3z5WKChupC9hXKjozyk9nA&s
우연갤러리,대전 중구 대종로 467,10:00 ~ 19:00,Cultural attractions,大jeonには、ギャラリーがinsa -dong、seoulのように集中している場所があります。ここはDaeheung -Dongにあり、2000年4月にオープンし、オープニング以来200以上の展示会や展示会を開催しました。過去には、ギャラリーのある静かで快適な茶屋がたくさんありました。ギャラリーでクリーニングアプリケーションを準備する必要があります。特に、オンラインサイト（Hanbit Gallery.krは1日200人以上）の特権と、展示会の15日前からの広報費の宣伝費があります。,https://cdn.imweb.me/thumbnail/20200728/c4c9f8bfe1560.jpg
대전중구문화원,대전 중구 대흥로 109,"09:00 ~ 18:00 / 휴무일 : 공휴일, 명절",Cultural attractions,1953年にオープンした文化センターは、地元のデータ、コミュニティ教育、広報展、地元の文化の発展、講義を収集し、大流行の地元の文化文化を保存するための主要なプロジェクトである文化センターです。主要な施設には、展示室、セミナールーム、講義、グワナック、コーラスの練習、地元の飼料博物館が装備されています。会場、展示室、セミナールーム、講義室を使用してレンタルできます。50年の歴史と伝統により、大jeonの文化と芸術の発展に貢献しており、大川の芸術の世界では非常に役立ちました。将来、地域の地元の歴史に関する研究や、地元の文化的イベントの国内および国際交換など、さまざまな活動が行われています。大jeon現代文化遺産、ベキル支部、インストゥルメンタル政府法の巡礼などのさまざまなイベントをホストすることにより、大jeonの住民にさまざまな伝統的な文化を提供するため、非常に有益です。,https://cdn.imweb.me/upload/S20190806b57d6d917403a/ef0abad6069d1.jpg
천연기념물센터,대전 서구 유등로 927,,Cultural attractions,SEO -GUのMannan -Dongにある自然の記念碑センターは、自然遺産、自然遺産を導入し、その価値と重要性を知らせるために2007年に設立されました。展示ルームは、私たちの村、森、湿地、ビーチ、地質学的自然の記念碑、ドクド自然のモニュメント、済州の自然の記念碑、風光明媚な斑点の自然の記念碑の角で構成されています。全国から367の自然の記念碑を1か所で見るという利点があります。1億年以上に見られる実際の恐竜の足跡と恐竜の卵は、訪問者にとって不可欠なコースです。さらに、動物のサンプルに触れることができるエクスペリエンススペースは、好奇心の強い子供たちに人気のある場所です。子供、小学生、ティーンエイジャー、恵まれない恵まれた子供向けの無料教育プログラムを運営しています。,https://nrich.go.kr/nhc/images/infoimg02.png
특허청 발명인의 전당,대전 서구 청사로 189,"휴무일 : 공휴일, 명절",Cultural attractions,発明の発明は、人類と祖先の発明の歴史を生き、偉大な発明者の創造精神を称賛し、発明と生徒の興味と希望を、発明と創造の世界に希望を提供する文化的空間であり、 。,https://mblogthumb-phinf.pstatic.net/MjAyNDAxMjVfMTAz/MDAxNzA2MTcwNjg5MzU2.ADfFPIZSwPF-C7d-zKTlJ5Auoklw6lbDmWnvivQ2cxog.1bZHZc3Uyrgm5s-UiwQjHgkeUg-AvuuXPVd0JCw_licg.JPEG.storydaejeon/SE-7ef2889b-d414-47e5-9fcd-f8061865913c.jpg?type=w800
대전 아쿠아리움,대전 중구 보문산공원로 469,"평일 10:00 ~19:00(입장마감 18:00), 주말 10:00~20:00(입장마감 19:00)",Cultural attractions,Daejeon Aquariumは、戦争のために地下室として使用されたDaejeonの自然の洞窟を変えた水族館であり、韓国で最初で最大の淡水水族館です。また、世界の絶滅危animalsed動物を保存し、展示し、生態系教育で行われる博物館でもあります。魚だけでなく、韓国で見るのが難しい珍しい動物も、それらを見、触れ、養うことができます。,https://i.namu.wiki/i/2MbVjpMDQ3og06wY4SVWNDiatIZlVTHG8R7wUIdlydx9MuvhMQRE_X3BTQbwnlWjtRso3O5PXRnwtHCVxEAcvQ.webp
대전 컨벤션센터,대전 유성구 엑스포로 107,09:00 ~ 21:00,Cultural attractions,Gapcheonの地域には大jeonコンベンションセンターがあります。2000のグランドボールルームと2600席の展示会ホールを備えた、アート大jeonコンベンションセンターの状態です。新しいエキスポサイエンスパークと屋外のステージと芝生、約1000の近くの宿泊施設、レストラン、ショッピングモール、ハンバット樹木園、文化芸術センター、博物館がありますコンベンション」は、国内最高のコンベンション地区です。会議、展示会、イベントなどのさまざまな慣習の魅力から、すべてのサービスは1つのストップとして提供されます。さらに、国際化計画者、ホテル、広報および印刷会社、および旅行代理店の会員会社です。,https://www.dcckorea.or.kr/img/introduce.jpg
현대갤러리해당,대전 중구 중교로 33,,Cultural attractions,ヒュンダイギャラリーは、都市を通り抜ける大heung王子にあります。1985年、彼は地元の芸術の世界と会い、さまざまな経験や試練を通して強い骨格と筋肉を形成することにより、20歳の若い男になりました。キム・キョンは、他の人に買収されてから15年間他の人に買収され、ギャラリーのドアを閉めた65歳でした。時折、一般市民のために家族、恋人、同僚のための記憶の写真展を開き、市民の誇りを促進し、現代ギャラリーの地位を上げることができました。,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=1694&fileTy=POSTTHUMB&fileNo=3
한밭종합운동장,대전 중구 대종로 373,00:00 ~ 24:00,Cultural attractions,"ハンバットスポーツコンプレックスには、メインスタジアム、体育館、スイミングプール、ヨングックジャン、アーチェリー、ランドアキュアフィールド、ゲートボールフィールド、リッチラインスケートフィールド、アーチェリーフィールド、サイクルスタジアム、乗馬などを含むメインスタジアムが含まれます。大陽 -  ro、Jung -gu、大jeonに位置し、Bomunsan Parkの入り口にもあります。メインスタジアムは、30,000人と自然な草のサッカーフィールドと8レーンで構成される2番目のタイプのアスレチックスタジアムです。午前5時から9:00まで無料で、夕方6時から10時までです。",https://i.namu.wiki/i/qn6cLfGvo-TD7wPMYz6mI8VaX-hp7F0tJLWZsZl9Imly3jXnBQ7KdcVgnsRsfDwM_LD6zzxfKfn8pfO4t5BAFA.webp
